locus_tag	ftype	length_bp	gene	EC_number	COG	product
IIFJEAJK_04486	CDS	828				hypothetical protein
IIFJEAJK_04487	CDS	810	paaG_6	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
IIFJEAJK_04488	tRNA	76				tRNA-Ala(cgc)
IIFJEAJK_04489	CDS	291				hypothetical protein
IIFJEAJK_04490	CDS	336				hypothetical protein
IIFJEAJK_04491	CDS	885	folD_2		COG0190	Bifunctional protein FolD protein
IIFJEAJK_04492	CDS	531	ppa_1	3.6.1.1	COG0221	Inorganic pyrophosphatase
IIFJEAJK_04493	CDS	510				hypothetical protein
IIFJEAJK_04494	CDS	468				hypothetical protein
IIFJEAJK_04495	CDS	1329				hypothetical protein
IIFJEAJK_04496	CDS	408				hypothetical protein
IIFJEAJK_04497	CDS	1251	aofH	1.4.3.-	COG1231	Putative flavin-containing monoamine oxidase AofH
IIFJEAJK_04498	CDS	1827	typA		COG1217	GTP-binding protein TypA/BipA
IIFJEAJK_04499	CDS	222				hypothetical protein
IIFJEAJK_04500	CDS	279				hypothetical protein
IIFJEAJK_04501	CDS	1446	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
IIFJEAJK_04502	CDS	657	lgt_2	2.4.99.-		Prolipoprotein diacylglyceryl transferase
IIFJEAJK_04503	CDS	1395				hypothetical protein
IIFJEAJK_04504	CDS	459				hypothetical protein
IIFJEAJK_04505	CDS	1737	prsD_2			Type I secretion system ATP-binding protein PrsD
IIFJEAJK_04506	CDS	1473	prsE_2			Type I secretion system membrane fusion protein PrsE
IIFJEAJK_04507	CDS	771				hypothetical protein
IIFJEAJK_04508	CDS	585				hypothetical protein
IIFJEAJK_04509	CDS	765				hypothetical protein
IIFJEAJK_04510	CDS	375				hypothetical protein
IIFJEAJK_04511	CDS	1122				hypothetical protein
IIFJEAJK_04512	CDS	999				hypothetical protein
IIFJEAJK_04513	CDS	1563				hypothetical protein
IIFJEAJK_04514	CDS	1404				hypothetical protein
IIFJEAJK_04515	CDS	306	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
IIFJEAJK_04516	CDS	378				hypothetical protein
IIFJEAJK_04517	CDS	981	adhT	1.1.1.1		Alcohol dehydrogenase
IIFJEAJK_04518	CDS	837	fadH_2	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
IIFJEAJK_04519	CDS	600				hypothetical protein
IIFJEAJK_04520	CDS	1215	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
IIFJEAJK_04521	CDS	501				hypothetical protein
IIFJEAJK_04522	CDS	183				hypothetical protein
IIFJEAJK_04523	CDS	783				hypothetical protein
IIFJEAJK_04524	CDS	1338	argG	6.3.4.5	COG0137	Argininosuccinate synthase
IIFJEAJK_04525	CDS	648				hypothetical protein
IIFJEAJK_04526	CDS	987				hypothetical protein
IIFJEAJK_04527	CDS	876	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
IIFJEAJK_04528	CDS	1101	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
IIFJEAJK_04529	CDS	543				hypothetical protein
IIFJEAJK_04530	CDS	1512				hypothetical protein
IIFJEAJK_04531	CDS	1194	uctC_6	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
IIFJEAJK_04532	CDS	1566				hypothetical protein
IIFJEAJK_04533	CDS	1839	asnB_3	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
IIFJEAJK_04534	CDS	1095				hypothetical protein
IIFJEAJK_04535	CDS	882				hypothetical protein
IIFJEAJK_04536	CDS	570	dapH_3	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IIFJEAJK_04537	CDS	852	ubiG_4	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
IIFJEAJK_04538	CDS	930	rmd_1	1.1.1.281		GDP-6-deoxy-D-mannose reductase
IIFJEAJK_04539	CDS	1185				hypothetical protein
IIFJEAJK_04540	CDS	1815	asnB_4	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
IIFJEAJK_04541	CDS	1104				hypothetical protein
IIFJEAJK_04542	CDS	1218				hypothetical protein
IIFJEAJK_04543	CDS	642				hypothetical protein
IIFJEAJK_04544	CDS	516	rfaH		COG0250	Transcription antitermination protein RfaH
IIFJEAJK_04545	CDS	939	wbpB	1.1.1.335	COG0673	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase
IIFJEAJK_04546	CDS	597	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
IIFJEAJK_04547	CDS	1365				hypothetical protein
IIFJEAJK_04548	CDS	1335				hypothetical protein
IIFJEAJK_04549	CDS	1719	asnB_5	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
IIFJEAJK_04550	CDS	948	galE1_1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
IIFJEAJK_04551	CDS	933	rmd_2	1.1.1.281		GDP-6-deoxy-D-mannose reductase
IIFJEAJK_04552	CDS	1059	rfbB_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
IIFJEAJK_04553	CDS	1062	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
IIFJEAJK_04554	CDS	999	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
IIFJEAJK_04555	CDS	1923	asnB_6	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
IIFJEAJK_04556	CDS	696				hypothetical protein
IIFJEAJK_04557	CDS	1206				hypothetical protein
IIFJEAJK_04558	CDS	1017				hypothetical protein
IIFJEAJK_04559	CDS	1134	per_3	2.6.1.102	COG0399	GDP-perosamine synthase
IIFJEAJK_04560	CDS	1152	btuD_19	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
IIFJEAJK_04561	CDS	1230	btuD_20	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
IIFJEAJK_04562	CDS	756	tagG		COG1682	Teichoic acid translocation permease protein TagG
IIFJEAJK_04563	CDS	702				putative protein
IIFJEAJK_04564	CDS	1413	purN_2	2.1.2.2		Phosphoribosylglycinamide formyltransferase
IIFJEAJK_04565	CDS	1521				hypothetical protein
IIFJEAJK_04566	CDS	900	ubiE_7	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
IIFJEAJK_04567	CDS	2811				hypothetical protein
IIFJEAJK_04568	CDS	831	ubiG_5	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
IIFJEAJK_04569	CDS	405				hypothetical protein
IIFJEAJK_04570	CDS	699	proA_2	4.1.3.16		4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
IIFJEAJK_04571	CDS	732	kipI		COG2049	Kinase A inhibitor
IIFJEAJK_04572	CDS	1035	ybgK		COG1984	putative protein YbgK
IIFJEAJK_04573	CDS	774				hypothetical protein
IIFJEAJK_04574	CDS	417				hypothetical protein
IIFJEAJK_04575	CDS	153				hypothetical protein
IIFJEAJK_04576	CDS	1158	nrtA_2		COG0715	Nitrate transport protein NrtA
IIFJEAJK_04577	CDS	591	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
IIFJEAJK_04578	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
IIFJEAJK_04579	CDS	174				hypothetical protein
IIFJEAJK_04580	CDS	408				hypothetical protein
IIFJEAJK_04581	CDS	156				hypothetical protein
IIFJEAJK_04582	CDS	1197	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
IIFJEAJK_04583	CDS	975	qorA_4	1.6.5.5	COG0604	Quinone oxidoreductase 1
IIFJEAJK_04584	CDS	723				hypothetical protein
IIFJEAJK_04585	CDS	846	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
IIFJEAJK_04586	CDS	1185	ubiI_2	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
IIFJEAJK_04587	CDS	954				hypothetical protein
IIFJEAJK_04588	CDS	333	hspQ			Heat shock protein HspQ
IIFJEAJK_04589	CDS	1275	ydhP_1		COG2814	Inner membrane transport protein YdhP
IIFJEAJK_04590	CDS	831				hypothetical protein
IIFJEAJK_04591	CDS	1962				hypothetical protein
IIFJEAJK_04592	CDS	1554				hypothetical protein
IIFJEAJK_04593	CDS	1227				hypothetical protein
IIFJEAJK_04594	CDS	936	gpuA	3.5.3.17	COG0010	Guanidinopropionase
IIFJEAJK_04595	CDS	1188	dapE_4	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
IIFJEAJK_04596	CDS	666	glnP_2		COG0765	Glutamine transport system permease protein GlnP
IIFJEAJK_04597	CDS	795	pheC_1			Cyclohexadienyl dehydratase
IIFJEAJK_04598	CDS	777	artM		COG1126	Arginine transport ATP-binding protein ArtM
IIFJEAJK_04599	CDS	870	occR_2			Octopine catabolism/uptake operon regulatory protein OccR
IIFJEAJK_04600	CDS	3519	mfd_1	3.6.4.-	COG1197	Transcription-repair-coupling factor
IIFJEAJK_04601	CDS	291				hypothetical protein
IIFJEAJK_04602	tRNA	93				tRNA-Ser(cga)
IIFJEAJK_04603	CDS	285				hypothetical protein
IIFJEAJK_04604	CDS	801				hypothetical protein
IIFJEAJK_04605	CDS	1827	nodM_1	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IIFJEAJK_04606	CDS	657				hypothetical protein
IIFJEAJK_04607	CDS	276				hypothetical protein
IIFJEAJK_04608	CDS	795				hypothetical protein
IIFJEAJK_04609	CDS	1065	nitA_1	3.5.5.7		Aliphatic nitrilase
IIFJEAJK_04610	CDS	951	hdfR_5			HTH-type transcriptional regulator HdfR
IIFJEAJK_04611	CDS	315				hypothetical protein
IIFJEAJK_04612	CDS	1584	actP_2		COG4147	Cation/acetate symporter ActP
IIFJEAJK_04613	CDS	1359	glmU_1			Bifunctional protein GlmU
IIFJEAJK_04614	CDS	1374				hypothetical protein
IIFJEAJK_04615	CDS	456				hypothetical protein
IIFJEAJK_04616	CDS	1629				hypothetical protein
IIFJEAJK_04617	CDS	372				hypothetical protein
IIFJEAJK_04618	CDS	759	nanR_1			Transcriptional regulator NanR
IIFJEAJK_04619	CDS	861	ssuB_6	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
IIFJEAJK_04620	CDS	777	ribX_4			Riboflavin transport system permease protein RibX
IIFJEAJK_04621	CDS	1026				hypothetical protein
IIFJEAJK_04622	CDS	1437		3.5.4.32	COG0402	8-oxoguanine deaminase
IIFJEAJK_04623	CDS	2433		2.8.3.-	COG1804	putative CoA-transferase
IIFJEAJK_04624	CDS	1077	oppD_7		COG0444	Oligopeptide transport ATP-binding protein OppD
IIFJEAJK_04625	CDS	1026	oppF_4		COG4608	Oligopeptide transport ATP-binding protein OppF
IIFJEAJK_04626	CDS	1548	sgrR			HTH-type transcriptional regulator SgrR
IIFJEAJK_04627	CDS	957	gsiC_6		COG0601	Glutathione transport system permease protein GsiC
IIFJEAJK_04628	CDS	885	gsiD_7		COG1173	Glutathione transport system permease protein GsiD
IIFJEAJK_04629	CDS	3303	accA_1	6.4.1.2		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IIFJEAJK_04630	CDS	1635	otemo_1	1.14.13.160		2-oxo-Delta(3)-4,5,5-trimethylcyclopentenylacetyl-CoA monooxygenase
IIFJEAJK_04631	CDS	1224	linC_5	1.14.13.151		Linalool 8-monooxygenase
IIFJEAJK_04632	CDS	1602	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
IIFJEAJK_04633	CDS	450				hypothetical protein
IIFJEAJK_04634	CDS	1023	hhoB			Putative serine protease HhoB
IIFJEAJK_04635	CDS	930				hypothetical protein
IIFJEAJK_04636	CDS	657				hypothetical protein
IIFJEAJK_04637	CDS	249				hypothetical protein
IIFJEAJK_04638	CDS	1401	yflS		COG0471	Putative malate transporter YflS
IIFJEAJK_04639	CDS	780	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
IIFJEAJK_04640	CDS	1296	mgl_2	4.4.1.11	COG0626	L-methionine gamma-lyase
IIFJEAJK_04641	CDS	1305	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
IIFJEAJK_04642	CDS	3543	nicB_4	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
IIFJEAJK_04643	CDS	468	nicA_2	1.17.2.1	COG2080	Nicotinate dehydrogenase subunit A
IIFJEAJK_04644	CDS	1449	Hnr	1.3.7.1		6-hydroxynicotinate reductase
IIFJEAJK_04645	CDS	909				hypothetical protein
IIFJEAJK_04646	CDS	585				hypothetical protein
IIFJEAJK_04647	CDS	1215	braC_6		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
IIFJEAJK_04648	CDS	1890				hypothetical protein
IIFJEAJK_04649	CDS	792	opuCA_2		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
IIFJEAJK_04650	CDS	705	livF_22		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IIFJEAJK_04651	CDS	456	nicR_1		COG1846	HTH-type transcriptional repressor NicR
IIFJEAJK_04652	CDS	669				hypothetical protein
IIFJEAJK_04653	CDS	1401				hypothetical protein
IIFJEAJK_04654	CDS	1197	Ena	3.5.2.18		Enamidase
IIFJEAJK_04655	CDS	774	fpr_2	1.18.1.2	COG1018	Ferredoxin--NADP reductase
IIFJEAJK_04656	CDS	774	soxA_2	1.8.2.-		SoxAX cytochrome complex subunit A
IIFJEAJK_04657	CDS	321				hypothetical protein
IIFJEAJK_04658	CDS	465				hypothetical protein
IIFJEAJK_04659	CDS	456				hypothetical protein
IIFJEAJK_04660	CDS	1038	fccB	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
IIFJEAJK_04661	CDS	354				hypothetical protein
IIFJEAJK_04662	CDS	276				hypothetical protein
IIFJEAJK_04663	CDS	189				hypothetical protein
IIFJEAJK_04664	CDS	1416	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
IIFJEAJK_04665	CDS	522				hypothetical protein
IIFJEAJK_04666	tmRNA	338	ssrA			transfer-messenger RNA, SsrA
IIFJEAJK_04667	misc_RNA	357				alpha_tmRNA
IIFJEAJK_04668	misc_RNA	331				beta_tmRNA
IIFJEAJK_04669	CDS	276				hypothetical protein
IIFJEAJK_04670	CDS	612				hypothetical protein
IIFJEAJK_04671	CDS	534				hypothetical protein
IIFJEAJK_04672	CDS	501				hypothetical protein
IIFJEAJK_04673	CDS	1515				hypothetical protein
IIFJEAJK_04674	CDS	981				hypothetical protein
IIFJEAJK_04675	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
IIFJEAJK_04676	CDS	486				hypothetical protein
IIFJEAJK_04677	CDS	513	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
IIFJEAJK_04678	CDS	1140	hflK		COG0330	Modulator of FtsH protease HflK
IIFJEAJK_04679	CDS	900	hflC		COG0330	Modulator of FtsH protease HflC
IIFJEAJK_04680	CDS	201				hypothetical protein
IIFJEAJK_04681	CDS	1497	degP_2	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
IIFJEAJK_04682	CDS	906				hypothetical protein
IIFJEAJK_04683	CDS	897	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
IIFJEAJK_04684	CDS	1776	ilvI_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
IIFJEAJK_04685	CDS	987	tdcB_2	4.3.1.19	COG1171	L-threonine ammonia-lyase
IIFJEAJK_04686	CDS	543	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
IIFJEAJK_04687	CDS	696	ubiG_6	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
IIFJEAJK_04688	CDS	876	eamA_2		COG0697	putative amino-acid metabolite efflux pump
IIFJEAJK_04689	CDS	609	eamB		COG1280	Cysteine/O-acetylserine efflux protein
IIFJEAJK_04690	CDS	1020	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
IIFJEAJK_04691	CDS	1107				hypothetical protein
IIFJEAJK_04692	CDS	1020				hypothetical protein
IIFJEAJK_04693	CDS	264				hypothetical protein
IIFJEAJK_04694	CDS	234				hypothetical protein
IIFJEAJK_04695	CDS	621				hypothetical protein
IIFJEAJK_04696	CDS	708				hypothetical protein
IIFJEAJK_04697	CDS	1713				hypothetical protein
IIFJEAJK_04698	CDS	1560				hypothetical protein
IIFJEAJK_04699	CDS	789	opuCA_3		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
IIFJEAJK_04700	CDS	216				hypothetical protein
IIFJEAJK_04701	CDS	837				hypothetical protein
IIFJEAJK_04702	CDS	711				hypothetical protein
IIFJEAJK_04703	CDS	273				hypothetical protein
IIFJEAJK_04704	CDS	273				hypothetical protein
IIFJEAJK_04705	CDS	1200	xlnD_2	1.14.13.24		3-hydroxybenzoate 6-hydroxylase 1
IIFJEAJK_04706	CDS	396				hypothetical protein
IIFJEAJK_04707	CDS	195				hypothetical protein
IIFJEAJK_04708	CDS	594	bnzB	1.14.12.3	COG5517	Benzene 1,2-dioxygenase subunit beta
IIFJEAJK_04709	CDS	807	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IIFJEAJK_04710	CDS	1350	bphA1	1.14.12.18		Biphenyl 2,3-dioxygenase subunit alpha
IIFJEAJK_04711	CDS	1230				hypothetical protein
IIFJEAJK_04712	CDS	798	kdgR		COG1414	Transcriptional regulator KdgR
IIFJEAJK_04713	CDS	924				hypothetical protein
IIFJEAJK_04714	CDS	822	btuD_21	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
IIFJEAJK_04715	CDS	786	ribX_5			Riboflavin transport system permease protein RibX
IIFJEAJK_04716	CDS	834				hypothetical protein
IIFJEAJK_04717	CDS	885				hypothetical protein
IIFJEAJK_04718	CDS	1326	queG_2	1.17.99.6		Epoxyqueuosine reductase
IIFJEAJK_04719	CDS	450				hypothetical protein
IIFJEAJK_04720	CDS	1026				hypothetical protein
IIFJEAJK_04721	CDS	702				hypothetical protein
IIFJEAJK_04722	CDS	471				hypothetical protein
IIFJEAJK_04723	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
IIFJEAJK_04724	CDS	1065				hypothetical protein
IIFJEAJK_04725	CDS	1548	ffh		COG0541	Signal recognition particle protein
IIFJEAJK_04726	CDS	333	rpsP		COG0228	30S ribosomal protein S16
IIFJEAJK_04727	CDS	522	rimM		COG0806	Ribosome maturation factor RimM
IIFJEAJK_04728	CDS	912	gcvA_4			Glycine cleavage system transcriptional activator
IIFJEAJK_04729	CDS	1200				hypothetical protein
IIFJEAJK_04730	CDS	1083	tdh_6	1.1.1.103		L-threonine 3-dehydrogenase
IIFJEAJK_04731	CDS	762	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
IIFJEAJK_04732	CDS	381	rplS		COG0335	50S ribosomal protein L19
IIFJEAJK_04733	CDS	1407	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
IIFJEAJK_04734	CDS	210				hypothetical protein
IIFJEAJK_04735	CDS	567				hypothetical protein
IIFJEAJK_04736	CDS	339				hypothetical protein
IIFJEAJK_04737	CDS	336				hypothetical protein
IIFJEAJK_04738	CDS	234				hypothetical protein
IIFJEAJK_04739	CDS	327				hypothetical protein
IIFJEAJK_04740	CDS	399				hypothetical protein
IIFJEAJK_04741	CDS	603	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
IIFJEAJK_04742	CDS	789				hypothetical protein
IIFJEAJK_04743	CDS	879	mcl2_2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
IIFJEAJK_04744	CDS	657	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
IIFJEAJK_04745	CDS	561				hypothetical protein
IIFJEAJK_04746	CDS	1035	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
IIFJEAJK_04747	CDS	795				hypothetical protein
IIFJEAJK_04748	CDS	405				hypothetical protein
IIFJEAJK_04749	CDS	1113	leuB_3	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
IIFJEAJK_04750	CDS	942				hypothetical protein
IIFJEAJK_04751	CDS	1209				hypothetical protein
IIFJEAJK_04752	CDS	786	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
IIFJEAJK_04753	CDS	633	yedZ1		COG4117	Putative protein-methionine-sulfoxide reductase subunit YedZ1
IIFJEAJK_04754	CDS	555				hypothetical protein
IIFJEAJK_04755	CDS	1401	naiP_4			Putative niacin/nicotinamide transporter NaiP
IIFJEAJK_04756	CDS	762		1.-.-.-		putative oxidoreductase
IIFJEAJK_04757	CDS	1530	lcfB_9	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IIFJEAJK_04758	CDS	525				hypothetical protein
IIFJEAJK_04759	CDS	858				hypothetical protein
IIFJEAJK_04760	CDS	240				hypothetical protein
IIFJEAJK_04761	CDS	921	pgrR_2			HTH-type transcriptional regulator PgrR
IIFJEAJK_04762	CDS	336	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
IIFJEAJK_04763	CDS	393				hypothetical protein
IIFJEAJK_04764	CDS	1839	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
IIFJEAJK_04765	CDS	786	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
IIFJEAJK_04766	CDS	2751	pka	2.3.1.-	COG0454	Protein lysine acetyltransferase Pka
IIFJEAJK_04767	CDS	1875	feoB		COG0370	Fe(2+) transporter FeoB
IIFJEAJK_04768	CDS	288				hypothetical protein
IIFJEAJK_04769	CDS	2145	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
IIFJEAJK_04770	CDS	2025	yddA_2		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
IIFJEAJK_04771	CDS	828				hypothetical protein
IIFJEAJK_04772	CDS	387				hypothetical protein
IIFJEAJK_04773	CDS	195				hypothetical protein
IIFJEAJK_04774	CDS	213				hypothetical protein
IIFJEAJK_04775	CDS	615	yciB_1			intracellular septation protein A
IIFJEAJK_04776	CDS	96				hypothetical protein
IIFJEAJK_04777	CDS	813				hypothetical protein
IIFJEAJK_04778	CDS	342				hypothetical protein
IIFJEAJK_04779	CDS	1236				hypothetical protein
IIFJEAJK_04780	CDS	333				hypothetical protein
IIFJEAJK_04781	CDS	699	tupB		COG4662	Tungstate uptake system permease protein TupB
IIFJEAJK_04782	CDS	780	tupA			Tungstate-binding protein TupA
IIFJEAJK_04783	CDS	705	fabG_11	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IIFJEAJK_04784	CDS	2673	aes_1	3.1.1.-		Acetyl esterase
IIFJEAJK_04785	CDS	843				hypothetical protein
IIFJEAJK_04786	CDS	642				hypothetical protein
IIFJEAJK_04787	CDS	1287	emrK_2		COG1566	putative multidrug resistance protein EmrK
IIFJEAJK_04788	CDS	1590	emrB_5			Multidrug export protein EmrB
IIFJEAJK_04789	CDS	1800		3.6.3.-		Putative multidrug export ATP-binding/permease protein
IIFJEAJK_04790	CDS	744				hypothetical protein
IIFJEAJK_04791	CDS	729	dhmA_1	3.8.1.5		Haloalkane dehalogenase
IIFJEAJK_04792	CDS	528				hypothetical protein
IIFJEAJK_04793	CDS	180				hypothetical protein
IIFJEAJK_04794	CDS	1020				hypothetical protein
IIFJEAJK_04795	CDS	1452				hypothetical protein
IIFJEAJK_04796	misc_RNA	415				RNaseP_bact_a
IIFJEAJK_04797	CDS	900	hdfR_6			HTH-type transcriptional regulator HdfR
IIFJEAJK_04798	CDS	435	fixL_1	2.7.13.3		Sensor protein FixL
IIFJEAJK_04799	CDS	201				hypothetical protein
IIFJEAJK_04800	CDS	156				hypothetical protein
IIFJEAJK_04801	CDS	354				hypothetical protein
IIFJEAJK_04802	CDS	1236				hypothetical protein
IIFJEAJK_04803	CDS	228				hypothetical protein
IIFJEAJK_04804	CDS	867				hypothetical protein
IIFJEAJK_04805	CDS	996	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
IIFJEAJK_04806	CDS	450				hypothetical protein
IIFJEAJK_04807	CDS	1773	ftsI	3.4.16.4		putative peptidoglycan D,D-transpeptidase FtsI
IIFJEAJK_04808	CDS	1458	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
IIFJEAJK_04809	CDS	1434	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IIFJEAJK_04810	CDS	1107	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
IIFJEAJK_04811	CDS	1401	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
IIFJEAJK_04812	CDS	1152	ftsW	2.4.1.129		putative peptidoglycan glycosyltransferase FtsW
IIFJEAJK_04813	CDS	1101	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IIFJEAJK_04814	CDS	1404	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
IIFJEAJK_04815	CDS	927	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
IIFJEAJK_04816	CDS	987	ddlB_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
IIFJEAJK_04817	CDS	927	ftsQ			Cell division protein FtsQ
IIFJEAJK_04818	CDS	1317	ftsA		COG0849	Cell division protein FtsA
IIFJEAJK_04819	CDS	501				hypothetical protein
IIFJEAJK_04820	CDS	441				hypothetical protein
IIFJEAJK_04821	CDS	1167				hypothetical protein
IIFJEAJK_04822	CDS	2310				hypothetical protein
IIFJEAJK_04823	CDS	1269	puuB_3	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IIFJEAJK_04824	CDS	1131				hypothetical protein
IIFJEAJK_04825	CDS	1245	linC_6	1.14.13.151		Linalool 8-monooxygenase
IIFJEAJK_04826	CDS	366				hypothetical protein
IIFJEAJK_04827	CDS	204				hypothetical protein
IIFJEAJK_04828	CDS	1962				hypothetical protein
IIFJEAJK_04829	CDS	90				hypothetical protein
IIFJEAJK_04830	CDS	1713	ipaH3_2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase ipaH3
IIFJEAJK_04831	CDS	1824	ipaH3_3	2.3.2.27	COG4886	E3 ubiquitin-protein ligase ipaH3
IIFJEAJK_04832	CDS	375				hypothetical protein
IIFJEAJK_04833	CDS	1665	atm1_2		COG5265	ATM1-type heavy metal exporter
IIFJEAJK_04834	CDS	417				hypothetical protein
IIFJEAJK_04835	CDS	1332	ousA			Glycine betaine/proline/ectoine/pipecolic acid transporter OusA
IIFJEAJK_04836	CDS	126				hypothetical protein
IIFJEAJK_04837	CDS	3411				hypothetical protein
IIFJEAJK_04838	CDS	369				hypothetical protein
IIFJEAJK_04839	CDS	378				hypothetical protein
IIFJEAJK_04840	CDS	714				hypothetical protein
IIFJEAJK_04841	CDS	1533				hypothetical protein
IIFJEAJK_04842	CDS	1101	ssuD_2	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
IIFJEAJK_04843	CDS	918	btuD_22	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
IIFJEAJK_04844	CDS	891	livH_22		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
